Dataset Name,Archive Type,Proxy Type,Minimum Age,Maximum Age,Longitude,Latitude,Max Resolution,Min Resolution
Ocn-HoutmanAbrolhosIslands.Cooper.2012,coral,composite,,,113.7667,-28.4667,1.0,1.0
Ocn-ImperieuseRowleyShoals.Cooper.2012,coral,calcification1,,,118.9667,-17.5167,1.0,1.0
Ocn-ImperieuseRowleyShoals.Cooper.2012,coral,calcification2,,,118.9667,-17.5167,1.0,1.0
Ocn-ImperieuseRowleyShoals.Cooper.2012,coral,calcification3,,,118.9667,-17.5167,1.0,1.0
Ocn-ImperieuseRowleyShoals.Cooper.2012,coral,composite,,,118.9667,-17.5167,1.0,1.0
Ocn-ImperieuseRowleyShoals.Cooper.2012,coral,calcification4,,,118.9667,-17.5167,1.0,1.0
Ocn-Lombok.Charles.2003,coral,d18O,,,115.5757,-8.2473,-0.07999999999992724,0.09000000000014552
Ocn-Maiana.Urban.2000,coral,d18O,,,173.0,1.0,-0.15999999999985448,0.17000000000007276
Ocn-MakassarStrait.Linsley.2010,marine sediment,temperature,,,115.2,-7.4,-23.059999999999945,35.11000000000013
Ocn-MakassarStrait.Linsley.2010,marine sediment,temperature,,,115.2,-7.4,-23.059999999999945,35.11000000000013
Ocn-MakassarStrait.Oppo.2009,marine sediment,temperature,,,119.2,-3.53,-0.01999999999998181,76.99000000000004
Ocn-MakassarStrait.Oppo.2009,marine sediment,temperature,,,119.2,-3.53,-10.0,10.0
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,d18O,,,167.2,-15.7,-0.009999999999990905,0.25
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,Sr_Ca,,,167.2,-15.7,-0.009999999999990905,0.25
Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,d13C,,,167.2,-15.7,-0.009999999999990905,0.25
Ocn-MD98-2160.Newton.2010,marine sediment,temperature,,,117.4867,-5.2012,-6.0,46.0
Ocn-MD98-2177.Newton.2010,marine sediment,temperature,,,119.078,1.4033,-10.899999999999864,31.666666700000007
Ocn-Nauru.Guilderson.1999,coral,d18O,,,166.9283,-0.53296,-0.03999999999996362,0.5899999999999181
Ocn-Nauru.Guilderson.1999,coral,d13C,,,166.9283,-0.53296,-0.03999999999996362,0.5899999999999181
Ocn-Ningaloo.Kuhnert.2000,coral,d18O,,,113.965,-21.905,0.0,0.7200000000000273
Ocn-Ningaloo.Kuhnert.2000,coral,d13C,,,113.965,-21.905,0.0,0.7200000000000273
Ocn-Philippines.Stott.2007,marine sediment,temperature,,,125.82,6.3,-3.0,101.69999999999982
Ocn-SavusavuBay1F.Linsley.2006,coral,d18O,,,179.2333,-16.8167,-1.0,1.0
Ocn-SavusavuBay1F.Linsley.2006,coral,Sr_Ca,,,179.2333,-16.8167,-1.0,1.0
Ocn-SavusavuBayAB.Linsley.2006,coral,d18O,,,179.2333,-16.8167,-1.0,1.0
Ocn-SavusavuBayFiji.Bagnato.2005,coral,d18O,,,179.23,-16.82,-1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification1,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification2,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification3,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,composite,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification4,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification5,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification6,,,113.9667,-21.9,1.0,1.0
Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,calcification7,,,113.9667,-21.9,1.0,1.0
Ocn-Tarawa.Cole.1990,coral,d18O,,,172.0,1.0,-0.08300000000008367,0.08399999999983265
Ocn-Vanuatu.Gorman.2012,coral,d18O,,,166.04,-15.94,-0.08333300000003874,0.08333399999992253
Ocn-Vanuatu.Gorman.2012,coral,d13C,,,166.04,-15.94,-0.08333300000003874,0.08333399999992253
Ocn-Vanuatu.Quinn.1996,coral,d18O,,,166.99,-15.0,-1.0,1.0
PlatypusTarn.Rees.2010,LakeSediment,temperature,31.369,15862.851,146.5868,-42.6734,2837.0779999999995,50.134000000000015
PupukeChironomid.VandenBos.2018,LakeSediment,OriginalSampleID,-12.0,14093.0,174.7662,-36.7803,,
PupukeChironomid.VandenBos.2018,LakeSediment,temperature,-12.0,14093.0,174.7662,-36.7803,489.0,11.0
PupukeChironomid.VandenBos.2018,LakeSediment,nonReliabletemperature,-12.0,14093.0,174.7662,-36.7803,179.0,76.0
PupukeChironomid.VandenBos.2018,LakeSediment,CommentRegardingReliability,-12.0,14093.0,174.7662,-36.7803,,
PupukePollen.VandenBos.2018,LakeSediment,OriginalSampleID,1001.0,16138.0,174.77,-36.78,,
PupukePollen.VandenBos.2018,LakeSediment,temperature,1001.0,16138.0,174.77,-36.78,794.0,13.0
PupukePollen.VandenBos.2018,LakeSediment,temperature,1001.0,16138.0,174.77,-36.78,794.0,13.0
RS147_GC07,marine sediment,CaCO3,0.702574493408203,33.1320101115185,146.2833,-45.15,6.368088912870601,0.24726963663099966
RS147_GC07,marine sediment,planktonic.d18O,0.702574493408203,33.1320101115185,146.2833,-45.15,2.0788811019296,0.04127964515270044
RS147_GC07,marine sediment,benthic.d18O,0.702574493408203,33.1320101115185,146.2833,-45.15,4.0503056958655,0.04509760056370027
RS147_GC07,marine sediment,UK37,0.702574493408203,33.1320101115185,146.2833,-45.15,6.368088912870601,0.24726963663099966
RS147_GC07,marine sediment,surface.temp,0.702574493408203,33.1320101115185,146.2833,-45.15,6.368088912870601,0.24726963663099966
RS147_GC07,marine sediment,surface.temp,0.702574493408203,33.1320101115185,146.2833,-45.15,4.289207810941001,0.06522217029069921
SO136_003GC,marine sediment,benthic.d13C,3.75771491241455,64.3405092882269,169.878,-42.2957,1.7278330781599962,0.2129906480451993
SO136_003GC,marine sediment,benthic.d18O,3.75771491241455,64.3405092882269,169.878,-42.2957,1.7278330781599962,0.2129906480451993
SO213_2_59_2,marine sediment,benthic.d18O,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.2960206298828005,0.5530898132324005
SO213_2_59_2,marine sediment,benthic.d13C,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.2960206298828005,0.5530898132324005
SO213_2_59_2,marine sediment,planktonic.MgCa,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.d18O,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.MgCa,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.d18O,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,planktonic.MgCa,11.5707998046875,127.231890686035,-116.8794,-45.8289,4.032632125854505,0.0
SO213_2_59_2,marine sediment,planktonic.d18O,11.5707998046875,127.231890686035,-116.8794,-45.8289,4.032632125854505,0.0
SO213_2_59_2,marine sediment,surface.temp,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,surface.temp,11.5707998046875,127.231890686035,-116.8794,-45.8289,2.237564422607406,0.0
SO213_2_59_2,marine sediment,surface.temp,11.5707998046875,127.231890686035,-116.8794,-45.8289,4.032632125854505,0.0
SO213_2_82_1,marine sediment,benthic.d13C,6.8132099609375,76.6831129729229,176.602,-45.7775,1.9620294531117004,0.20493120740806958
SO213_2_82_1,marine sediment,benthic.d18O,6.8132099609375,76.6831129729229,176.602,-45.7775,2.8491771628338007,0.20493120740806958
SO213_2_84_1,marine sediment,benthic.d13C,7.39,57.78,174.582,-45.1251,2.620000000000001,0.17999999999999972
SO213_2_84_1,marine sediment,benthic.d18O,7.39,57.78,174.582,-45.1251,2.620000000000001,0.17999999999999972
SO213_2_84_1,marine sediment,TOC,7.39,57.78,174.582,-45.1251,,nan
SO213_2_84_1,marine sediment,DBD,7.39,57.78,174.582,-45.1251,,nan
SouthIsland.Williams.2005,Speleothem,d13C,508.015,29876.0,172.0,-42.0,1425.0,0.0
SouthIsland.Williams.2005,Speleothem,d18O,508.015,29876.0,172.0,-42.0,1425.0,0.0
SouthIsland.Williams.2005,Speleothem,d180_corrc,508.015,29876.0,172.0,-42.0,1425.0,0.0
